Vehicle Type,Pickup Location,Drop Location,Ride Distance
Auto,Sultanpur,Barakhamba Road,null
Bike,Kherki Daula Toll,IMT Manesar,49.22
Auto,Chandni Chowk,Inderlok,29.03
Bike,South Extension,IGNOU Road,36.01
Auto,Faridabad Sector 15,Sadar Bazar Gurgaon,3.47
Premier Sedan,Sohna Road,Paschim Vihar,26.44
Auto,Gurgaon Sector 29,Moolchand,null
Go Sedan,Mandi House,Sonipat,null
Go Mini,Sadar Bazar Gurgaon,Panipat,37.64
Go Mini,Ghitorni,DLF Phase 3,null
Premier Sedan,Nirman Vihar,Nawada,null
Go Sedan,Badshahpur,Shastri Park,4.91
Auto,Noida Sector 62,Rohini,19.55
Go Sedan,Vishwavidyalaya,Subhash Nagar,null
eBike,IMT Manesar,Punjabi Bagh,46.42
Go Mini,Tughlakabad,Panipat,34.72
Premier Sedan,Moti Nagar,IIT Delhi,null
Auto,Moti Nagar,Rajouri Garden,null
eBike,Badarpur,Udyog Bhawan,null
Go Mini,Sultanpur,Manesar,null
Uber XL,Saidulajab,MG Road,32.47
Auto,Tis Hazari,Rithala,48.95
Go Sedan,Kanhaiya Nagar,Chirag Delhi,null
Premier Sedan,Sarai Kale Khan,Vinobapuri,48.28
Premier Sedan,Saidulajab,Tis Hazari,null
Go Sedan,Manesar,Akshardham,null
Bike,IFFCO Chowk,Vatika Chowk,null
Bike,Shastri Park,Anand Vihar,9.6
Go Mini,Lal Quila,Meerut,null
Go Mini,Sultanpur,Peeragarhi,4.82
Bike,Old Gurgaon,Ashok Park Main,40.28
Premier Sedan,Civil Lines Gurgaon,MG Road,12.02
Premier Sedan,Nirman Vihar,Mehrauli,43.16
Go Sedan,New Colony,Sultanpur,14.3
Auto,Kirti Nagar,Janakpuri,5.99
Premier Sedan,Subhash Chowk,Inderlok,21.4
Premier Sedan,Barakhamba Road,Rohini West,15.09
Go Sedan,Aya Nagar,Vidhan Sabha,2.17
Bike,DLF Phase 3,Malviya Nagar,22.5
Go Mini,Gurgaon Sector 29,Pitampura,null
Auto,Mansarovar Park,Sushant Lok,null
Bike,Samaypur Badli,Arjangarh,5.71
Premier Sedan,Noida Film City,Anand Vihar ISBT,28.24
Bike,Delhi Gate,Ashram,null
Bike,Pataudi Chowk,South Extension,null
Bike,Akshardham,Panchsheel Park,48.1
Auto,Gurgaon Sector 56,Anand Vihar,null
Premier Sedan,Greater Noida,Janakpuri,21.43
eBike,Vaishali,Kanhaiya Nagar,null
Bike,Adarsh Nagar,Rohini,null
Go Sedan,Patel Chowk,Qutub Minar,7.83
Go Mini,Noida Film City,Chandni Chowk,null
Go Mini,Samaypur Badli,Tagore Garden,6.57
Auto,Jama Masjid,Huda City Centre,15.34
Go Mini,Chanakyapuri,Shastri Park,null
Premier Sedan,Rajiv Chowk,Noida Extension,48.42
Go Sedan,Cyber Hub,Vidhan Sabha,null
Go Mini,Uttam Nagar,Chandni Chowk,29.08
Bike,Noida Extension,Faridabad Sector 15,3.68
Uber XL,Paharganj,Barakhamba Road,null
Premier Sedan,Greater Noida,IIT Delhi,null
Go Mini,Ghitorni,Green Park,null
Bike,Nehru Place,IGI Airport,null
Bike,Lok Kalyan Marg,Tagore Garden,null
Auto,New Delhi Railway Station,Panchsheel Park,null
Auto,Ghitorni Village,Greater Noida,13.22
eBike,Hauz Rani,Shastri Nagar,17.44
Auto,Central Secretariat,Vinobapuri,10.1
Go Mini,Delhi Gate,New Colony,null
Go Mini,Pataudi Chowk,Sushant Lok,11.06
Premier Sedan,Basai Dhankot,Old Gurgaon,4.07
Auto,Saket A Block,Rajouri Garden,15.49
Go Mini,Dwarka Mor,Pataudi Chowk,8.4
Bike,Vishwavidyalaya,Khan Market,null
Auto,Palam Vihar,Munirka,47.79
Go Mini,Anand Vihar ISBT,Laxmi Nagar,28.03
Premier Sedan,Vinobapuri,Ardee City,null
Go Mini,Ramesh Nagar,Tughlakabad,22.88
Go Sedan,Jhilmil,Khandsa,34.63
eBike,Kherki Daula Toll,Gwal Pahari,null
Go Sedan,DLF City Court,Chhatarpur,7.99
Auto,Kalkaji,Madipur,34.88
Auto,Hauz Khas,Khandsa,null
Go Mini,Jor Bagh,Model Town,16.3
Premier Sedan,Shastri Park,Sarai Kale Khan,26.82
eBike,Tilak Nagar,Subhash Nagar,40.56
Bike,Manesar,Ambience Mall,null
Go Sedan,Vishwavidyalaya,Tis Hazari,3.08
Auto,IGNOU Road,Green Park,33.27
Auto,Shastri Park,Huda City Centre,null
Go Mini,Barakhamba Road,Dwarka Mor,null
Uber XL,Udyog Bhawan,Rohini East,31.31
Uber XL,Panipat,Aya Nagar,null
Bike,Karol Bagh,Palam Vihar,8.68
Auto,Rohini,ITO,14.1
eBike,Moti Nagar,Paharganj,39.38
Go Sedan,Lajpat Nagar,Dwarka Mor,38.15
Go Mini,Civil Lines Gurgaon,Kirti Nagar,10.88
Auto,Dwarka Mor,Laxmi Nagar,24.18
Auto,Mansarovar Park,Subhash Chowk,null
Auto,Saket A Block,Jahangirpuri,45.77
Go Sedan,Inderlok,Anand Vihar ISBT,null
eBike,Botanical Garden,Shastri Park,null
Go Mini,Delhi Gate,Tughlakabad,21.62
Premier Sedan,Kirti Nagar,Subhash Chowk,13.59
Premier Sedan,Pulbangash,Chanakyapuri,9.87
Auto,Seelampur,Bhikaji Cama Place,34.91
Go Mini,Pulbangash,Chirag Delhi,null
Go Mini,Rohini,Okhla,null
Go Sedan,Badarpur,Arjangarh,46.09
Bike,Saket A Block,Botanical Garden,null
Go Sedan,Preet Vihar,Netaji Subhash Place,45.26
Go Sedan,Sonipat,New Delhi Railway Station,19.84
Go Sedan,Indraprastha,Pragati Maidan,6.74
Go Mini,Pragati Maidan,IMT Manesar,6.64
Go Sedan,Ashok Vihar,Panipat,33.99
eBike,Gurgaon Sector 29,INA Market,43.68
Auto,Greater Noida,Central Secretariat,null
Auto,Bhikaji Cama Place,Central Secretariat,null
Go Mini,Malviya Nagar,Gurgaon Sector 56,8.42
Premier Sedan,Jor Bagh,Huda City Centre,null
Auto,South Extension,Chirag Delhi,3.95
Go Sedan,Shastri Nagar,IFFCO Chowk,42.93
Go Sedan,Connaught Place,Azadpur,null
Go Mini,Dwarka Mor,Bhikaji Cama Place,18.78
Go Mini,Saket A Block,Noida Sector 62,null
Go Sedan,DLF City Court,Sohna Road,28.66
Go Sedan,Jasola,Hero Honda Chowk,43
Auto,Noida Sector 18,Gurgaon Sector 29,34.13
Go Sedan,Narsinghpur,Qutub Minar,24.09
Go Sedan,Seelampur,Chandni Chowk,16.69
Bike,GTB Nagar,Bhikaji Cama Place,4.4
Go Sedan,Ramesh Nagar,Rajiv Nagar,23.86
Premier Sedan,Noida Sector 18,Seelampur,16.27
Bike,Azadpur,Saket A Block,19.91
Auto,Govindpuri,Rohini,25.25
Premier Sedan,INA Market,Sikanderpur,5.43
Go Mini,Yamuna Bank,Karkarduma,45.9
Go Sedan,IGI Airport,Tagore Garden,18.59
Bike,Mandi House,Cyber Hub,11.47
Go Sedan,Ashok Park Main,Bhikaji Cama Place,21.98
Auto,Old Gurgaon,Rajiv Nagar,9.89
Bike,Sushant Lok,Moolchand,48.97
Bike,Gwal Pahari,Anand Vihar,22.79
Auto,New Colony,Ambience Mall,26.61
Premier Sedan,Sikanderpur,Patel Chowk,14.62
Auto,Hero Honda Chowk,Adarsh Nagar,7.66
Premier Sedan,Inderlok,Huda City Centre,null
Auto,Bahadurgarh,Subhash Nagar,8.69
Premier Sedan,Model Town,Dwarka Sector 21,null
Auto,Gurgaon Sector 29,Hauz Rani,35.33
Auto,Hauz Khas,Model Town,6.86
Auto,Vishwavidyalaya,Anand Vihar ISBT,null
Bike,DLF Phase 3,Yamuna Bank,null
Go Sedan,IGNOU Road,Maidan Garhi,39.93
Auto,Paschim Vihar,Meerut,43.06
eBike,Sultanpur,Okhla,null
eBike,Punjabi Bagh,Khan Market,5.59
Go Mini,Mundka,Kirti Nagar,44.42
Go Sedan,Preet Vihar,Noida Sector 62,4.35
Go Mini,Karol Bagh,Rajiv Chowk,44.66
Go Sedan,Pataudi Chowk,Greater Noida,8.56
Auto,Karol Bagh,Cyber Hub,null
Go Sedan,Paharganj,Madipur,46.13
Go Sedan,Connaught Place,Vinobapuri,15.45
Auto,Pataudi Chowk,Kalkaji,25.76
Premier Sedan,Peeragarhi,Vishwavidyalaya,43.16
Uber XL,Seelampur,Raj Nagar Extension,8.68
Bike,Gurgaon Sector 29,Rohini West,15.93
eBike,Kashmere Gate,Rajiv Nagar,49.98
Auto,GTB Nagar,Pitampura,9.51
Auto,Connaught Place,Bhiwadi,11.85
Auto,Golf Course Road,Govindpuri,24.42
Go Sedan,Sohna Road,Botanical Garden,null
Premier Sedan,Ghaziabad,Connaught Place,14.23
Go Mini,Palam Vihar,IFFCO Chowk,18.1
Bike,Ghitorni,Sonipat,4.32
Go Mini,Inderlok,IMT Manesar,17.95
Auto,Badshahpur,Hero Honda Chowk,21
Go Sedan,Shastri Park,Kaushambi,18.9
Bike,Madipur,AIIMS,7.45
Go Mini,Arjangarh,Udyog Vihar,43.47
Premier Sedan,Uttam Nagar,Kalkaji,24.68
Premier Sedan,INA Market,Golf Course Road,8.89
Go Sedan,Faridabad Sector 15,Mundka,34.67
Go Sedan,Badarpur,Ashok Park Main,null
Premier Sedan,Rohini West,Vishwavidyalaya,35.19
Auto,Shahdara,Arjangarh,19.4
Auto,Gurgaon Sector 56,Connaught Place,14.31
Go Mini,Jahangirpuri,Jhilmil,3.91
Auto,Ghaziabad,Sikanderpur,42.62
Premier Sedan,Meerut,Hauz Rani,9.8
Auto,Mansarovar Park,ITO,null
Auto,GTB Nagar,Mehrauli,31.28
eBike,Peeragarhi,Jhilmil,15.74
Auto,Gurgaon Railway Station,Indraprastha,null
Bike,Khan Market,Barakhamba Road,37.43
Go Mini,Sarojini Nagar,Chirag Delhi,null
Bike,Vasant Kunj,Raj Nagar Extension,31.91
Go Mini,Vatika Chowk,Rajiv Chowk,26.95
Go Mini,DLF City Court,Karol Bagh,31.17
Bike,Chirag Delhi,Badarpur,35.44
Auto,Patel Chowk,AIIMS,34.09
Go Sedan,Bahadurgarh,Gurgaon Railway Station,null
Premier Sedan,Tilak Nagar,Huda City Centre,27.02
Go Mini,Khan Market,Subhash Chowk,null
Auto,Rohini East,Lok Kalyan Marg,null
Auto,Badarpur,Punjabi Bagh,31.5
Premier Sedan,Hauz Rani,Peeragarhi,46.65
Go Sedan,Sonipat,Gurgaon Sector 29,3.9
Auto,Rithala,RK Puram,12.97
Go Mini,Patel Chowk,Bahadurgarh,null
Premier Sedan,Lajpat Nagar,Hauz Rani,4.18
Go Mini,Patel Chowk,Ashram,8.41
Auto,Indirapuram,Akshardham,45.12
Go Mini,Aya Nagar,ITO,39.35
Auto,Shahdara,Kherki Daula Toll,25.16
eBike,Dwarka Mor,Lok Kalyan Marg,22.62
Auto,GTB Nagar,Vinobapuri,12.68
Go Mini,Udyog Bhawan,Badarpur,25.65
Bike,Barakhamba Road,Mandi House,null
eBike,Faridabad Sector 15,Huda City Centre,41.31
Go Mini,Greater Noida,Subhash Nagar,17.06
Go Sedan,Bhiwadi,Noida Sector 18,null
Go Mini,Karol Bagh,Bhikaji Cama Place,28.65
Go Sedan,Keshav Puram,Ashok Park Main,12.26
Bike,Chhatarpur,Saket,36.05
Bike,Udyog Bhawan,Bhiwadi,29.29
Go Sedan,Jor Bagh,Faridabad Sector 15,23.32
Go Mini,Pitampura,Madipur,29.8
Go Sedan,Jahangirpuri,Kashmere Gate,25.13
Go Mini,Kirti Nagar,Lajpat Nagar,47.25
Premier Sedan,Basai Dhankot,Pataudi Chowk,4.23
Auto,Kherki Daula Toll,Vidhan Sabha,24.63
Premier Sedan,Ghitorni,Delhi Gate,null
Bike,Kadarpur,Paschim Vihar,34.05
Bike,Panchsheel Park,Narsinghpur,null
Go Mini,Paschim Vihar,India Gate,46.15
Premier Sedan,AIIMS,Sultanpur,null
Auto,Punjabi Bagh,Hauz Khas,null
Go Sedan,Aya Nagar,Chandni Chowk,32.26
Auto,Mayur Vihar,AIIMS,null
Auto,Noida Extension,Pragati Maidan,null
Premier Sedan,Adarsh Nagar,Kaushambi,null
Go Sedan,Pragati Maidan,Noida Sector 18,null
Bike,Tilak Nagar,Govindpuri,null
Go Sedan,Kashmere Gate ISBT,Mundka,null
Auto,Samaypur Badli,Kirti Nagar,10.8
Premier Sedan,Lok Kalyan Marg,Qutub Minar,45.53
Auto,Subhash Chowk,Janakpuri,22.76
Go Sedan,Vatika Chowk,Paharganj,null
Go Mini,Noida Film City,Sarojini Nagar,null
Go Sedan,New Delhi Railway Station,Sonipat,8.34
eBike,Hauz Khas,Saket,41.91
Go Mini,Dilshad Garden,Jor Bagh,44.05
Go Mini,Keshav Puram,Mehrauli,42.53
eBike,Raj Nagar Extension,Greater Noida,21.84
Bike,Pataudi Chowk,Vatika Chowk,7.48
Bike,Sikanderpur,Mehrauli,30.98
Go Mini,Golf Course Road,Noida Sector 18,48.73
Auto,Akshardham,IMT Manesar,9.02
Go Mini,Arjangarh,Pragati Maidan,48.26
Premier Sedan,Pataudi Chowk,Manesar,39.34
Bike,RK Puram,Central Secretariat,null
Go Mini,Basai Dhankot,Moti Nagar,30.49
Auto,Hero Honda Chowk,Aya Nagar,null
Auto,Ardee City,Vatika Chowk,49.38
Go Sedan,Vasant Kunj,Tagore Garden,16.67
Go Sedan,ITO,Malviya Nagar,32.24
Auto,Vidhan Sabha,Badarpur,47.86
Bike,Aya Nagar,Azadpur,null
Auto,Munirka,Noida Sector 62,40.98
Auto,Greater Noida,Jor Bagh,43.47
Auto,Mundka,Rohini West,null
Premier Sedan,Mayur Vihar,Vasant Kunj,47.1
Premier Sedan,Munirka,Ghitorni,5.37
Go Sedan,Kadarpur,Arjangarh,null
Go Mini,Qutub Minar,MG Road,29.41
Go Sedan,Paharganj,Vishwavidyalaya,null
Bike,Saidulajab,Khandsa,10
Go Sedan,Vaishali,Faridabad Sector 15,5.14
Auto,Janakpuri,Rajiv Chowk,6.36
Premier Sedan,Paharganj,Okhla,47.18
Bike,DLF City Court,Maidan Garhi,42.08
Auto,Rohini,Udyog Bhawan,36.36
Bike,Cyber Hub,Rajiv Nagar,5.25
Go Mini,Gurgaon Railway Station,IIT Delhi,null
Auto,Ramesh Nagar,Shastri Nagar,null
Go Sedan,Maidan Garhi,Barakhamba Road,null
Auto,Cyber Hub,Ramesh Nagar,24.4
Premier Sedan,Samaypur Badli,Lal Quila,null
Auto,Khandsa,AIIMS,4.68
Go Mini,Samaypur Badli,Mansarovar Park,20.12
Go Sedan,Noida Extension,Palam Vihar,44.39
Auto,Jasola,India Gate,null
Auto,Cyber Hub,RK Puram,2.9
Premier Sedan,Lok Kalyan Marg,Janakpuri,14.77
Auto,Vasant Kunj,Mandi House,null
Go Mini,Moolchand,Meerut,10.81
Uber XL,Nawada,Samaypur Badli,null
eBike,Hauz Rani,Chanakyapuri,37.93
Auto,Satguru Ram Singh Marg,Bahadurgarh,null
Auto,INA Market,Dwarka Mor,12.72
Auto,Aya Nagar,Meerut,46.13
eBike,Greater Kailash,Preet Vihar,38.16
Go Mini,Cyber Hub,Rajiv Chowk,null
Go Mini,Chhatarpur,Aya Nagar,null
Auto,Shastri Nagar,Panipat,13.28
Bike,Anand Vihar,Narsinghpur,null
Bike,Jor Bagh,Seelampur,19.34
Premier Sedan,Gurgaon Railway Station,IIT Delhi,15.28
Go Mini,Vatika Chowk,Sohna Road,13.79
eBike,Mayur Vihar,Gwal Pahari,13.83
Go Sedan,Pitampura,Qutub Minar,28.69
Go Mini,Satguru Ram Singh Marg,Sultanpur,null
Auto,Raj Nagar Extension,GTB Nagar,null
Auto,Jasola,Ghitorni Village,null
Bike,Inderlok,Samaypur Badli,11.21
Premier Sedan,Paharganj,Cyber Hub,48.91
Go Sedan,IMT Manesar,IGI Airport,34.27
Auto,Subhash Chowk,Sohna Road,30.19
Bike,Tughlakabad,Shastri Park,10.36
Auto,Tilak Nagar,Gurgaon Sector 56,7.25
Auto,Mayur Vihar,Hero Honda Chowk,20.25
Go Mini,Tagore Garden,IMT Manesar,39.41
Go Mini,Chirag Delhi,Samaypur Badli,3.44
Bike,New Colony,Noida Sector 18,null
Go Mini,Gwal Pahari,MG Road,13.21
Premier Sedan,Chanakyapuri,Green Park,null
eBike,Rohini East,Pulbangash,6.01
Go Sedan,Jor Bagh,Punjabi Bagh,23.93
Go Mini,Dwarka Sector 21,Pitampura,33.28
Premier Sedan,Tughlakabad,Nehru Place,8.66
Auto,IMT Manesar,Hauz Khas,40.62
Go Sedan,Rohini,Anand Vihar ISBT,30.97
Go Mini,Ashok Park Main,Uttam Nagar,null
Bike,Meerut,Yamuna Bank,null
Premier Sedan,Seelampur,Kirti Nagar,42.37
Go Sedan,Delhi Gate,Hero Honda Chowk,31.78
Auto,Chirag Delhi,Hauz Khas,null
Premier Sedan,Kaushambi,Raj Nagar Extension,26.95
Uber XL,Botanical Garden,Adarsh Nagar,9.54
Bike,Mansarovar Park,Ambience Mall,null
Auto,Greater Noida,Narsinghpur,39.2
Auto,RK Puram,GTB Nagar,47.68
Go Sedan,Noida Film City,Preet Vihar,39.49
Premier Sedan,Aya Nagar,Vaishali,null
Go Sedan,Faridabad Sector 15,Lajpat Nagar,18.32
Auto,Nawada,Gurgaon Railway Station,40.66
Go Sedan,Lok Kalyan Marg,Sarojini Nagar,18.39
Go Sedan,Rajiv Chowk,Inderlok,null
Bike,Ashok Vihar,Noida Sector 18,49.52
Bike,Arjangarh,Connaught Place,2.01
Premier Sedan,Netaji Subhash Place,Jasola,23.43
Premier Sedan,Welcome,Ghitorni Village,48.26
Bike,Kanhaiya Nagar,Khan Market,null
Go Mini,Satguru Ram Singh Marg,AIIMS,25.6
Go Sedan,Paharganj,Azadpur,23.91
eBike,Chirag Delhi,Kherki Daula Toll,null
Go Mini,New Colony,Sonipat,null
Go Sedan,IMT Manesar,Preet Vihar,19.09
Premier Sedan,INA Market,Rajiv Nagar,23.57
Auto,Chanakyapuri,Pragati Maidan,2.11
Auto,Vishwavidyalaya,Hauz Rani,1.58
Go Sedan,Shastri Park,Moolchand,10.95
Go Sedan,Jama Masjid,Kashmere Gate ISBT,null
Go Mini,Lok Kalyan Marg,IFFCO Chowk,49.19
Premier Sedan,Rohini West,Peeragarhi,8.79
Auto,Maidan Garhi,Gurgaon Sector 56,31.31
Auto,Basai Dhankot,Sohna Road,39.08
Bike,Qutub Minar,India Gate,29.72
Auto,Hauz Khas,Welcome,48.4
Bike,Chirag Delhi,Seelampur,35.1
Go Sedan,Pragati Maidan,Hauz Rani,32.43
Auto,Tis Hazari,Meerut,5.85
eBike,Greater Kailash,Vidhan Sabha,30.75
Auto,Vidhan Sabha,Lajpat Nagar,30.75
Go Mini,Khandsa,Akshardham,null
Go Mini,Mayur Vihar,Shahdara,null
eBike,Karkarduma,Udyog Vihar,19.75
Bike,Azadpur,Madipur,11.53
Go Mini,Satguru Ram Singh Marg,Kashmere Gate,7.92
Go Sedan,Paschim Vihar,Green Park,null
Go Mini,Satguru Ram Singh Marg,Saidulajab,42.46
Auto,Shastri Park,Udyog Vihar,5.01
Go Mini,Vinobapuri,MG Road,38.06
Go Sedan,Saket A Block,Old Gurgaon,null
Go Mini,Mansarovar Park,Aya Nagar,22.78
Auto,Shivaji Park,Cyber Hub,null
eBike,Vinobapuri,Green Park,7.46
Premier Sedan,Kashmere Gate ISBT,Vishwavidyalaya,10.15
Go Mini,Ardee City,Udyog Vihar Phase 4,41.02
eBike,Yamuna Bank,Janakpuri,29.51
Go Mini,Udyog Bhawan,Patel Chowk,41.61
Uber XL,Barakhamba Road,Gurgaon Sector 56,16.78
Go Mini,Badarpur,Kalkaji,16.4
Go Mini,Saket,Paharganj,null
Auto,Ramesh Nagar,Ashok Vihar,null
Bike,IMT Manesar,Chhatarpur,43.77
Auto,IGNOU Road,Moolchand,44.92
Premier Sedan,Botanical Garden,Welcome,44.46
Go Sedan,Huda City Centre,Panipat,17.53
Premier Sedan,Peeragarhi,Vaishali,null
Go Mini,Shastri Nagar,Rohini East,null
Go Sedan,Akshardham,Civil Lines Gurgaon,null
Auto,Aya Nagar,Munirka,39.89
Auto,Khan Market,Seelampur,null
Auto,Mansarovar Park,RK Puram,null
Go Sedan,IGNOU Road,Rohini East,19.75
Premier Sedan,IFFCO Chowk,Noida Sector 18,6.99
Auto,Jahangirpuri,Rohini,null
eBike,Palam Vihar,Jor Bagh,9.25
Go Sedan,Satguru Ram Singh Marg,Bahadurgarh,2.05
Premier Sedan,Adarsh Nagar,Narsinghpur,16.34
Go Sedan,Barakhamba Road,Rohini,null
Bike,Sikanderpur,Kherki Daula Toll,null
Auto,Lok Kalyan Marg,IGI Airport,null
Go Sedan,Ashok Park Main,Pitampura,22.23
Auto,Faridabad Sector 15,Nehru Place,null
Auto,Vatika Chowk,Badshahpur,33.28
Go Mini,DLF Phase 3,IGNOU Road,8.93
eBike,Qutub Minar,GTB Nagar,null
Go Sedan,RK Puram,Udyog Vihar,10.54
Bike,Bahadurgarh,Uttam Nagar,18.49
Go Mini,Rajiv Chowk,Jama Masjid,13.63
Go Sedan,Chanakyapuri,AIIMS,null
Auto,Rajiv Nagar,Azadpur,42.11
eBike,Ghaziabad,Udyog Vihar Phase 4,7.17
Auto,Saket A Block,Karol Bagh,19.5
Auto,Rajouri Garden,Tis Hazari,19.87
Go Mini,Keshav Puram,Anand Vihar,7.3
Go Sedan,Noida Sector 62,Sultanpur,27.01
Go Mini,Chandni Chowk,Kanhaiya Nagar,49
Premier Sedan,IIT Delhi,Subhash Chowk,32.74
Bike,Mandi House,Lok Kalyan Marg,null
Auto,Udyog Bhawan,Mundka,null
eBike,Kaushambi,Govindpuri,34.3
Bike,GTB Nagar,Green Park,24.94
Premier Sedan,Noida Extension,India Gate,44.29
Go Sedan,Malviya Nagar,Sarojini Nagar,38.65
Go Sedan,Rohini West,South Extension,38.98
Go Sedan,Vasant Kunj,Basai Dhankot,19.06
Auto,Pataudi Chowk,Tughlakabad,null
Go Sedan,Mundka,Mehrauli,9.61
Bike,Uttam Nagar,Shastri Park,null
Auto,Malviya Nagar,IGNOU Road,null
Go Sedan,Kanhaiya Nagar,Satguru Ram Singh Marg,23.76
Go Sedan,Hauz Khas,Karol Bagh,28.18
Go Mini,Sohna Road,Nirman Vihar,null
Bike,Rajiv Chowk,Sohna Road,24.31
Go Mini,Gwal Pahari,Jama Masjid,30.94
Auto,Indraprastha,Pragati Maidan,40.42
Premier Sedan,Bhiwadi,Kashmere Gate,30.7
Bike,Kashmere Gate,Vidhan Sabha,null
eBike,Udyog Vihar,GTB Nagar,null
Auto,IFFCO Chowk,Paharganj,24.44
eBike,IFFCO Chowk,Samaypur Badli,49.12
Go Sedan,Maidan Garhi,Jasola,11.38
Bike,Lok Kalyan Marg,Indraprastha,null
Go Sedan,Sikanderpur,Vaishali,null
Premier Sedan,Nirman Vihar,Chhatarpur,18.5
Auto,Karkarduma,Govindpuri,24.9
Go Sedan,Sarai Kale Khan,Vinobapuri,null
Bike,Delhi Gate,Azadpur,null
Go Mini,Greater Kailash,DLF City Court,19.82
Auto,Sadar Bazar Gurgaon,Hauz Khas,18.57
Go Sedan,Rithala,AIIMS,29.04
Bike,GTB Nagar,India Gate,null
Go Mini,Ghaziabad,Huda City Centre,43.73
Auto,Khandsa,Pulbangash,45.41
Bike,Kaushambi,Kalkaji,49.23
Go Mini,Pataudi Chowk,Kaushambi,17.98
Auto,IGNOU Road,Rajiv Chowk,31.41
Go Mini,Anand Vihar ISBT,Aya Nagar,11.54
Uber XL,Gwal Pahari,Gurgaon Sector 29,null
Bike,Azadpur,Pulbangash,41.13
Premier Sedan,Moolchand,Sikanderpur,31.64
Auto,Nehru Place,Rohini West,16.69
Bike,IMT Manesar,Khan Market,2.3
Go Sedan,INA Market,Rohini,4.43
Auto,Subhash Nagar,Ramesh Nagar,2.42
Auto,IFFCO Chowk,Rohini,17.87
Go Mini,Kanhaiya Nagar,Punjabi Bagh,null
Go Mini,DLF Phase 3,Udyog Vihar Phase 4,6.87
Go Mini,Ashok Park Main,Huda City Centre,4.09
Auto,Badshahpur,Panchsheel Park,null
Go Sedan,Kaushambi,Pitampura,32.3
Auto,Dwarka Mor,Madipur,6.36
Auto,Sikanderpur,Uttam Nagar,24.44
Go Sedan,Vishwavidyalaya,Huda City Centre,38.81
Bike,Munirka,Subhash Chowk,null
Go Sedan,Arjangarh,Hauz Khas,44.2
Bike,Shastri Nagar,New Delhi Railway Station,11.68
Go Mini,Ashok Park Main,Rohini West,5.38
Bike,Jama Masjid,Kashmere Gate,27.3
Go Sedan,Moolchand,New Colony,2.09
Bike,Greater Noida,Keshav Puram,25.78
Premier Sedan,Sadar Bazar Gurgaon,Bhiwadi,9.83
Go Mini,Basai Dhankot,Ghitorni Village,null
Bike,Civil Lines Gurgaon,Anand Vihar ISBT,null
Auto,Raj Nagar Extension,Mansarovar Park,41.98
Go Mini,Rohini West,Nawada,7.69
Go Sedan,Inderlok,Old Gurgaon,45.77
Premier Sedan,Saket A Block,Old Gurgaon,42.8
Premier Sedan,Kadarpur,Cyber Hub,null
Go Sedan,Ashram,Samaypur Badli,43.44
Auto,Green Park,Manesar,30.56
Go Mini,Arjangarh,Peeragarhi,35.06
Auto,Azadpur,Kaushambi,null
eBike,Saidulajab,Kirti Nagar,22.69
Bike,Civil Lines Gurgaon,Manesar,null
Go Mini,AIIMS,Dwarka Sector 21,41.82
Auto,Moolchand,Okhla,13.74
Auto,Ashram,Welcome,24.25
Auto,Mundka,Sushant Lok,null
Go Mini,Dwarka Sector 21,Dilshad Garden,null
Bike,AIIMS,Anand Vihar,36.47
Auto,IFFCO Chowk,Vaishali,1.28
Go Mini,Azadpur,South Extension,13.75
Go Mini,Ghaziabad,Malviya Nagar,17.18
eBike,Gwal Pahari,Sikanderpur,29.59
Auto,Saket A Block,Green Park,38.37
Go Sedan,Okhla,Udyog Vihar Phase 4,30.5
Go Sedan,Vidhan Sabha,Civil Lines Gurgaon,27.91
Auto,Hauz Khas,Patel Chowk,48.76
Go Mini,Jor Bagh,Indirapuram,7.32
Go Mini,Ghitorni,Sarojini Nagar,39.7
Go Mini,Lal Quila,Kaushambi,15.59
Premier Sedan,DLF Phase 3,Mayur Vihar,null
Premier Sedan,AIIMS,Inderlok,46.47
Go Sedan,Mandi House,Jhilmil,16.35
Premier Sedan,Lal Quila,Rohini West,null
Go Mini,Ashram,Botanical Garden,15.27
Go Mini,Saidulajab,Anand Vihar ISBT,null
Go Sedan,Mandi House,Gwal Pahari,31.09
Auto,Rithala,Rohini,36.98
Go Mini,Noida Sector 62,Golf Course Road,16.5
Premier Sedan,Model Town,Jahangirpuri,37.78
Premier Sedan,Kanhaiya Nagar,Seelampur,7.27
Go Sedan,DLF City Court,Mandi House,null
Auto,Lal Quila,Jama Masjid,null
Premier Sedan,Chirag Delhi,Cyber Hub,3.77
Bike,Shastri Park,Ashram,null
Auto,Faridabad Sector 15,Lal Quila,null
Bike,Satguru Ram Singh Marg,Akshardham,9.37
Go Sedan,Jama Masjid,Sonipat,43.12
Premier Sedan,Sarai Kale Khan,Rohini West,34.13
Premier Sedan,Tilak Nagar,Vinobapuri,null
Go Sedan,IMT Manesar,Anand Vihar,34.69
eBike,Ashok Park Main,Madipur,null
Go Sedan,Sohna Road,Greater Kailash,3.68
Auto,Saidulajab,Vinobapuri,null
Go Sedan,Govindpuri,Laxmi Nagar,null
Go Mini,Patel Chowk,Bahadurgarh,42.65
Go Mini,Pragati Maidan,DLF Phase 3,null
eBike,Inderlok,Sonipat,27.65
Go Mini,Sohna Road,Vaishali,38.13
